id,year,Company,Name,Exchange,Financial_Distress,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25
446,2013,VNI,?T B?S Vi?t Nam,UPCOM,1,0.06,0.21,4.4,0.79,0.33,1.21,0.5,0.53,0.22,1.4,0.58,0,0,-4.22,-4.19,0.44,3.35,0.44,42.38,67.91,159.21,6.55,-30.33,-49.26,-858
447,2016,VNI,?T B?S Vi?t Nam,UPCOM,1,0,0.08,0.08,1.31,0.35,2.38,0.55,1.66,0.39,3.31,0.77,4.31,0,-4.22,-4.19,1.5,5.06,1.5,89.93,63.59,235.16,6.55,-23.83,-20.68,-1699
448,2017,VNI,?T B?S Vi?t Nam,UPCOM,1,0,0.15,0.15,1.31,0.31,2.96,0.52,2.85,0.5,4.71,0.82,5.47,0,-4.22,-4.19,2.01,5.06,2.05,103.57,67.91,256.21,6.55,-30.33,-61.07,-907
461,2010,VST,VITRANSCHART JSC,UPCOM,1,0.05,0.4,0.52,1.31,0.36,3.01,0.59,1,0.21,3.68,0.78,0,1080.52,4.23,4.23,0.63,0.23,0.63,448.39,1.08,2720.57,1.4,5.16,9.68,1798
462,2011,VST,VITRANSCHART JSC,UPCOM,1,0.19,0.41,0.5,1.31,0.36,3.01,0.59,1.45,0.28,4.1,0.8,0,0,5.51,5.51,0.44,0.15,0.43,277.3,1.43,2356.32,1.26,9.76,9.76,854
463,2012,VST,VITRANSCHART JSC,UPCOM,1,0.06,0.27,0.38,1.31,0.36,3.01,0.59,1.5,0.26,4.69,0.82,0,0,-1.23,-1.23,0.29,0.1,0.29,153.4,6.99,2250.58,1.48,28.31,108.48,-2118
464,2013,VST,VITRANSCHART JSC,UPCOM,1,0.09,0.36,0.53,1.31,0.36,3.01,0.59,2.06,0.23,5.98,0.86,0,0,-0.87,-0.87,0.64,0.15,0.63,194.7,10.76,2230.02,1.68,-11.1,-11.1,-2351.18
465,2014,VST,VITRANSCHART JSC,UPCOM,1,0.11,0.44,0.66,1.31,0.36,3.01,0.59,1.93,0.17,5.98,0.86,0,0,-0.71,-0.71,0.44,0.07,0.43,103.37,3.09,2055.18,1.45,43.05,-11.85,-2351.18
423,2010,VCT,T? v?n XD Vinaconex,UPCOM,1,0.2,1.06,1.19,0,0,0.08,0.02,3.39,0.74,3.39,0.74,0,0,2.42,2.42,0.67,0.12,0.56,11,1.43,4.44,0.03,0.34,0.38,4133
424,2011,VCT,T? v?n XD Vinaconex,UPCOM,1,0.11,0.91,0.99,0.3,0.05,0.71,0.11,4.78,0.76,5.12,0.81,0,0,3.22,3.22,0.63,0.12,0.54,13.2,2.2,17,0.15,1.84,2.06,3727
425,2012,VCT,T? v?n XD Vinaconex,UPCOM,1,0.01,0.51,0.65,0.24,0.03,1.61,0.21,4.94,0.78,5.98,0.86,0,0,-2.03,-2.03,0.74,0.33,0.69,9.9,7.04,30.76,1.02,-24.78,-13.33,-2351.18
426,2013,VCT,T? v?n XD Vinaconex,UPCOM,1,0.13,0.77,1.38,0,0,0.82,0.06,4.94,0.63,5.98,0.86,0,756.82,-0.58,-0.58,0.51,0.17,0.47,3.63,0.15,4.44,0.04,-0.26,-0.16,-2351.18
427,2015,VCT,T? v?n XD Vinaconex,UPCOM,1,0.03,0.59,0.83,0,0,0.51,0.02,4.94,0.78,5.98,0.86,5.47,0,-0.3,-0.3,0.67,0.04,0.42,1.1,-1.41,4.44,0.03,-0.26,-0.21,-2351.18
428,2016,VCT,T? v?n XD Vinaconex,UPCOM,1,0.02,0.6,0.82,0,0,0.14,0.01,4.94,0.78,5.98,0.86,5.47,2.31,41.29,41.29,2.9,1.07,2.98,10.12,-52.01,9.77,1.03,9.09,17.04,223
429,2010,VKP,Nh?a Tân Hóa,UPCOM,1,0.01,0.55,0.84,1.09,0.26,2.44,0.59,2.05,0.49,3.14,0.76,0,0,-0.78,-0.78,0.43,0.17,0.43,28,58.25,186.9,1.11,-30.33,-9.15,-4.46
430,2012,VKP,Nh?a Tân Hóa,UPCOM,1,0.01,0.4,0.59,1.31,0.26,3.01,0.57,4.94,0.72,5.98,0.86,0,0,0,0,0.26,0.04,0.18,0,0,138.91,0.82,-7.07,-4.06,-2351.18
431,2010,VLF,L??ng th?c V?nh Long,UPCOM,1,0.3,0.89,1.17,0,0,2.02,0.59,2.18,0.69,2.18,0.69,0,2731.17,4.86,4.86,0.97,0.11,1.08,166.4,-2.73,443.71,0.3,5.39,5.93,3293
432,2011,VLF,L??ng th?c V?nh Long,UPCOM,1,0.37,0.74,1.09,0,0,2.18,0.59,2.34,0.7,2.34,0.7,0,2731.17,4.27,4.27,0.85,0.08,0.97,147.68,5.19,395.42,0.2,3.8,4.12,3328
434,2013,VLF,L??ng th?c V?nh Long,UPCOM,1,0.4,0.72,0.93,0.22,0.04,3.01,0.59,4.78,0.78,5.02,0.83,0,0,-4.06,-4.06,0.54,0.05,0.79,77.74,2.49,484.49,0.29,13.89,25.21,-1599
435,2014,VLF,L??ng th?c V?nh Long,UPCOM,1,0.04,0.59,0.62,0.53,0.11,3.01,0.59,3.12,0.67,3.67,0.79,0,0,-0.98,-0.98,0.82,0.08,2,62.19,0.54,323.36,0.4,-28.58,-11.89,-5.32
436,2010,VNH,??u t? Vi?t Vi?t Nh?t,UPCOM,1,0.01,1.06,1.68,0.23,0.11,0.93,0.46,0.79,0.39,1.02,0.51,0,2731.17,28.79,28.79,0.51,0.58,0.74,45.73,0,127.6,1.61,11.92,14.9,198
437,2011,VNH,??u t? Vi?t Vi?t Nh?t,UPCOM,1,0.01,0.63,1.23,0.19,0.09,1.01,0.46,1.01,0.46,1.2,0.55,0,0,16.58,16.58,0.37,0.35,0.54,30.49,3.5,114.02,1.29,7.31,10.08,229
438,2012,VNH,??u t? Vi?t Vi?t Nh?t,UPCOM,1,0.01,0.61,0.99,0.1,0.05,0.83,0.39,1.03,0.48,1.12,0.53,0,0,-1.84,-1.84,0.41,0.3,0.81,28.88,-25.16,105.63,1.08,-30.33,-15.55,-1953
439,2013,VNH,??u t? Vi?t Vi?t Nh?t,UPCOM,1,0.02,1.42,1.48,0,0,0.49,0.29,0.7,0.41,0.7,0.41,0,0,7.44,7.44,0.54,1.19,0.7,44.13,0.79,83.63,2.25,6.2,6.2,739
440,2014,VNH,??u t? Vi?t Vi?t Nh?t,UPCOM,1,0.01,0.52,1.28,0,0,0.78,0.37,1.14,0.53,1.14,0.53,0,0,-0.18,-0.18,0.26,0.45,0.41,8.02,-0.51,38.41,2.17,-1.03,-1,-2351.18
441,2016,VNH,??u t? Vi?t Vi?t Nh?t,UPCOM,1,0,1.59,1.92,0,0,0,0,1.08,0.52,1.08,0.52,2.08,0,-0.24,-0.24,0.7,0.64,0.7,5.62,0.61,5.58,0.63,-0.52,-0.3,-2351.18
442,2019,VNH,??u t? Vi?t Vi?t Nh?t,UPCOM,1,0.48,1.49,1.49,0,0,0.08,0.03,1.69,0.63,1.69,0.63,2.69,22.65,4.86,4.86,2.9,2.22,2.98,45.47,23.02,44.7,2.18,5.31,5.43,1166
449,2010,VPC,V- Power,UPCOM,1,0.12,0.78,0.78,0.6,0.22,0.92,0.34,0.52,0.19,1.74,0.63,0,0,-4.22,-4.19,0.43,0.04,0.44,28.13,2.19,87.44,0.03,-30.33,-40.35,-434
450,2011,VPC,V- Power,UPCOM,1,0.35,1.1,1.1,0.43,0.24,0.5,0.28,0.32,0.18,0.81,0.45,0,0,16.92,16.92,0.26,1.05,0.26,16.88,0,50.42,3.13,5.72,10.29,177
451,2012,VPC,V- Power,UPCOM,1,0.45,1.45,1.45,0.55,0.3,0.61,0.33,0.31,0.16,0.85,0.46,0,0,-1.02,-1.02,0.26,0.52,0.18,9,7.22,44.15,2.55,-24.45,-7.39,-1569
452,2013,VPC,V- Power,UPCOM,1,0.01,0.96,0.96,0.55,0.29,0.62,0.32,0.33,0.17,0.94,0.48,0,0,-3.29,-3.29,0.38,1.96,0.4,20.25,-9.55,53.05,5.12,69.17,-16.47,-1093
453,2014,VPC,V- Power,UPCOM,1,0.01,0.56,0.56,0.51,0.23,0.77,0.34,0.67,0.3,1.26,0.56,0,0,-0.66,-0.66,0.26,0.67,0.18,6.75,6.98,42.23,4.17,-13.82,-6.1,-1825
454,2016,VPC,V- Power,UPCOM,1,0.24,0.47,0.52,1.16,0.33,1.25,0.35,1.39,0.39,2.55,0.72,3.55,0.3,-0.58,-0.58,0.26,0.24,0.23,4.5,0.22,32.73,1.75,21.79,-11.14,-1.39
455,2017,VPC,V- Power,UPCOM,1,0.06,0.21,0.24,1.31,0.31,3.01,0.46,4.94,0.57,5.98,0.86,5.47,0,-0.23,-0.23,0.44,0.16,0.68,3.43,0.7,33.75,1.55,-4.17,-2.63,-2351.18
456,2010,VSG,Container Phía Nam,UPCOM,1,0.05,0.13,0.16,1.31,0.36,3.01,0.59,1.01,0.18,4.55,0.82,0,2731.17,-0.98,-0.98,0.44,0.41,0.49,39.76,9.9,425.05,4.33,19.37,-24.95,-2351.18
457,2011,VSG,Container Phía Nam,UPCOM,1,0.13,0.19,0.24,1.31,0.36,3.01,0.59,3.54,0.21,5.98,0.86,0,0,-0.35,-0.35,0.47,0.12,0.67,13.25,-0.98,435.39,3.9,18.01,-33.59,-2351.18
458,2012,VSG,Container Phía Nam,UPCOM,1,0.13,0.19,0.21,0,0.36,0,0.59,0.09,0.32,0.11,0.86,0,0,-0.15,-0.15,0.26,0.11,0.18,8.84,1.16,413.45,5.02,69.17,-11.49,-2351.18
459,2010,VSP,ShinPetrol,UPCOM,1,0.01,1.63,1.76,1.31,0.36,1.64,0.57,0.36,0.12,1.88,0.65,0,2731.17,103.94,104.51,0.38,0.5,0.38,441.07,2.09,2365.22,2.7,7.12,14.54,46
460,2011,VSP,ShinPetrol,UPCOM,1,0.01,0.85,0.95,1.31,0.36,3.01,0.59,1.35,0.22,5.18,0.84,0,0,-0.2,-0.2,0.26,0.15,0.22,102.04,1.26,2041.78,3.07,-26.77,-8.42,-2351.18
466,2010,VTA,G?ch men VITALY,UPCOM,1,0.01,0.09,0.24,0,0.18,0,0.54,0.09,0.78,0.11,0.86,0,0,-0.42,-0.42,0.26,0.12,0.18,16.2,1.69,146.82,1.04,-30.33,-7.54,-2351.18
467,2011,VTA,G?ch men VITALY,UPCOM,1,0.03,0.09,0.27,0,0.15,0,0.57,0.09,0.78,0.11,0.86,0,0,1.19,1.19,0.26,0.05,0.18,11.4,4.44,136.21,0.58,2.13,2.86,1594
468,2012,VTA,G?ch men VITALY,UPCOM,1,0.02,0.08,0.29,0,0.04,0,0.51,0.09,0.78,0.11,0.86,0,0,-3.78,-3.78,0.26,0.07,0.18,17.4,0.94,132.48,0.51,4.72,11.55,-767
469,2013,VTA,G?ch men VITALY,UPCOM,1,0.07,0.19,0.62,1.31,0.24,3.01,0.45,4.94,0.69,5.98,0.86,0,0,0.57,0.57,2.9,0.15,2.98,37.44,0.49,106.02,0.41,1.36,1.89,8244
471,2018,VTA,G?ch men VITALY,UPCOM,1,0.12,0.39,0.9,0.17,0.05,0.74,0.23,1.88,0.58,2.21,0.69,3.21,0.77,3.96,3.96,0.57,0.1,0.76,39,2.01,59.01,0.16,1.87,3.17,1643
472,2019,VTA,G?ch men VITALY,UPCOM,1,0.07,0.2,0.83,0.13,0.05,0.69,0.23,1.79,0.61,1.95,0.66,2.95,0.59,4.75,4.75,0.55,0.15,0.55,42.4,5.66,95.91,0.33,3.51,6.92,1116
473,2020,VTA,G?ch men VITALY,UPCOM,1,0.03,0.31,0.92,0.13,0.05,0.58,0.21,1.62,0.59,1.75,0.64,2.75,0.62,10.1,10.1,0.77,0.23,0.77,64,2.77,107.14,0.38,4.21,10.51,792
474,2010,VTI,S?n xu?t - XNK D?t may,UPCOM,1,0.14,1.09,1.11,0,0,3.01,0.59,4.94,0.78,5.98,0.86,0,0,8.1,8.1,1.02,0.04,1.02,42.7,1.79,246.1,0.19,28.35,35.07,1507
475,2012,VTI,S?n xu?t - XNK D?t may,UPCOM,1,0.07,1.09,1.11,0,0,3.01,0.59,4.94,0.78,5.98,0.86,0,0,2.09,2.09,0.28,0.04,0.28,13.7,0,305.54,0.21,6.24,6.3,1535
476,2013,VTI,S?n xu?t - XNK D?t may,UPCOM,1,0.06,1.09,1.1,0,0,3.01,0.59,4.94,0.78,5.98,0.86,0,0,103.94,104.51,0.63,0.04,0.63,28.25,0.63,296.14,0.47,9.79,9.79,49
477,2016,VVN,XD Công nghi?p Vi?t Nam,UPCOM,1,0.23,0.78,1.11,1.31,0.36,3.01,0.59,4.94,0.41,5.98,0.86,5.47,0.36,0.37,0.37,0.26,0.04,2.05,170.5,62.57,3638.75,0.71,14.95,108.48,8424.88
478,2012,WTC,V?n t?i th?y Vinacomin,UPCOM,1,0.04,0.18,0.23,1.31,0.36,3.01,0.59,4.94,0.37,5.98,0.86,0,0,-0.32,-0.32,0.79,0.04,0.79,17,-0.57,457.27,0.81,8.7,24.5,-2351.18
479,2018,WTC,V?n t?i th?y Vinacomin,UPCOM,1,0.01,0.55,0.67,0,0,3.01,0.33,4.94,0.78,5.98,0.86,5.47,0.95,1.97,1.97,2.9,0.06,2.98,40,5.2,59.35,0.09,2.05,2.76,2031
480,2019,WTC,V?n t?i th?y Vinacomin,UPCOM,1,0.26,0.38,1.14,0,0,3.01,0.59,4.94,0.78,5.2,0.84,5.47,0.35,2.87,2.87,2.71,0.06,2.71,285.63,-1.25,536.13,0.11,3.8,4.06,8424.88
11228,2020,VNB,Sách Vi?t Nam,UPCOM,0,0.14,5.25,6.49,0,0,0,0,0.09,0.01,0.11,0.01,1.01,0,31.76,31.76,1.35,5.06,1.35,1194.95,-47.59,1192.73,6.55,-30.33,-64,554
2604,2019,SVT,Công ngh? SG Vi?n ?ông,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0,0.11,0,1,0,8.23,8.23,0.6,0.99,0.6,85.79,15.72,85.33,0.98,69.17,108.48,990
2707,2013,TCT,Cáp treo Tây Ninh,HOSE,0,2.01,5.25,6.49,0,0,0.03,0.02,0.09,0.05,0.11,0.05,0,0,13.31,13.31,2.9,5.06,2.98,633.01,12.82,584.41,5.83,7.27,9.19,7.44
10487,2017,TAG,Tr?n Anh Company,UPCOM,0,0.06,0.18,1.02,0.01,0,0.54,0.1,4.6,0.78,4.62,0.82,5.47,0,-4.22,-4.19,2.9,0.28,2.98,858.51,2.09,1263.97,0.41,-27.33,-15.66,-3.98
2329,2018,SCS,DV Hàng hóa Sài G?n,HOSE,0,0.54,2.44,2.44,0,0,0,0,0.11,0.1,0.12,0.11,1.12,2731.17,21.84,21.84,2.9,5.06,2.98,4818.31,21.4,6993.74,6.55,17.5,19.6,7271
2602,2017,SVT,Công ngh? SG Vi?n ?ông,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.01,0.11,0.01,1.01,0,21.34,21.34,0.61,2.15,0.61,77.69,-58.74,76.83,2.13,25.34,45.05,346
5843,2013,SPI,?á Spilít,HNX,0,0.33,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,0,0,72.65,72.65,0.5,1.07,0.5,13.25,67.91,13.04,1.05,5.25,55.71,73
3880,2017,CVN,Vinam Group,HNX,0,0.32,2,2.05,0,0,0.53,0.34,0.53,0.34,0.53,0.35,1.53,0.09,15.39,15.39,0.78,0.72,0.78,59.4,-1.14,109.61,1.33,30.75,30.75,468
2328,2017,SCS,DV Hàng hóa Sài G?n,HOSE,0,0.87,4.34,4.34,0,0,0.01,0.01,0.09,0.05,0.11,0.08,1.08,42.91,29.91,29.91,2.9,5.06,2.98,4818.31,27.5,6993.74,6.55,24.13,27.61,6268
747,2020,DRL,Th?y ?i?n - ?i?n l?c 3,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.08,0.11,0.08,1.08,0,9.18,9.18,2.9,5.06,2.98,541.5,9.82,477.43,4.93,7.62,7.88,6211
2327,2016,SCS,DV Hàng hóa Sài G?n,HOSE,0,1.27,2.26,2.26,0.08,0.07,0.11,0.08,0.09,0.07,0.26,0.2,1.26,11.3,19.39,19.39,2.9,5.06,2.98,4754.95,16.06,4810.63,6.55,14.02,16.66,4594
7830,2017,DTI,??u t? ??c Trung,UPCOM,0,0.09,1.71,1.79,0,0,0,0,0.09,0.05,0.11,0.05,1.06,0,103.94,104.51,2.27,5.06,2.27,258.63,-58.74,257.83,6.55,69.17,108.48,7
2330,2019,SCS,DV Hàng hóa Sài G?n,HOSE,0,1.02,5.25,6.41,0,0,0,0,0.09,0.06,0.11,0.06,1.07,597.66,12.01,12.01,2.9,5.06,2.98,4818.31,10.74,5231.86,6.55,8.99,9.93,8424.88
2711,2017,TCT,Cáp treo Tây Ninh,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.04,1.04,0,11.55,11.55,2.9,5.06,2.98,864.47,8.19,738.24,4.72,7.01,8.61,5854
10736,2019,TSJ,Hanoi Toserco,UPCOM,0,0.53,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.05,1.06,0,32.07,32.07,2.9,5.06,2.98,2617.91,67.91,2510.29,6.55,69.17,108.48,1091
753,2014,DSN,Công viên n??c ??m Sen,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,0,0,7.73,7.73,2.9,3.22,2.98,528.13,10.1,375.16,2.28,4.11,4.26,8.08
2331,2020,SCS,DV Hàng hóa Sài G?n,HOSE,0,0.49,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.07,1.08,0,15.97,15.97,2.9,5.06,2.98,4818.31,14.72,6436.92,6.55,12.22,13.6,8016
5757,2017,SGH,Khách s?n Sài G?n,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.06,1.07,0,28.15,28.15,2.9,5.06,2.98,450.05,30.06,425.51,6.55,23.6,29.46,1293
11225,2017,VNB,Sách Vi?t Nam,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.03,1.03,0,46.51,46.51,1.75,5.06,1.75,1269.92,-21.42,1177.93,6.55,-30.33,-64,402
9145,2018,MTL,Môi tr??ng ?ô th? T? Liêm,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.03,1.03,0,103.94,104.51,1.43,5.06,1.43,83.4,-44.86,79.87,6.55,69.17,-41.41,49
11227,2019,VNB,Sách Vi?t Nam,UPCOM,0,0.11,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,1.02,0,10.61,10.61,1.12,5.06,1.12,950.53,-36.38,948.22,6.55,-30.33,-62.83,1.32
8779,2014,KSH,Damac GLS,UPCOM,0,0.32,5.25,5.43,0,0,0,0,0.09,0.03,0.11,0.03,0,0,10.5,10.5,0.91,2.16,0.91,256.34,2.96,240.94,2.02,14.43,14.43,895
10531,2019,TDB,Th?y ?i?n ??nh B?nh,UPCOM,0,1.6,5.25,5.8,0,0,0,0,0.09,0.05,0.11,0.05,1.06,0,10.71,10.71,2.9,5.06,2.98,304.51,9.43,296.4,5.39,8.36,10.37,3455
11226,2018,VNB,Sách Vi?t Nam,UPCOM,0,0.07,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,1.02,0,34.83,34.83,1.5,5.06,1.5,1140.7,-45.54,1136.61,6.55,-30.33,-64,482
7905,2020,EIC,EVN Qu?c T?,UPCOM,0,0.38,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.04,1.04,0,8.53,8.53,1.09,5.06,1.16,460.92,-31.62,429.95,6.55,69.17,108.48,1473
10530,2018,TDB,Th?y ?i?n ??nh B?nh,UPCOM,0,0.44,2.42,2.52,0,0,0,0,0.09,0.07,0.11,0.07,1.08,0,10.47,10.47,2.9,5.06,2.98,283.11,9.36,280.33,5.03,7.86,10,3287
2708,2014,TCT,Cáp treo Tây Ninh,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.07,0,0,16.48,16.48,2.9,5.06,2.98,915.62,17.32,836.18,6.55,9.4,11.71,4346
2468,2020,SKG,Tàu Cao t?c Superdong,HOSE,0,1.06,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,1.02,0,35.7,35.7,0.93,2.66,0.94,810.65,11.66,802.62,2.64,12.33,61.78,359
11002,2020,VEA,Máy ??ng l?c và Máy NN,UPCOM,0,0.18,5.25,6.49,0,0,0.01,0.01,0.09,0.07,0.11,0.07,1.08,1.44,9.78,9.78,2.19,5.06,2.18,4818.31,67.91,6993.74,6.55,69.17,-64,4239
11172,2020,VLC,Ch?n nuôi Vi?t Nam,UPCOM,0,0.24,5.25,6.38,0,0,0,0,0.16,0.14,0.2,0.17,1.2,0,12.25,12.25,1.91,0.74,1.36,2084.42,8.75,2479.07,0.88,7.97,9.76,2696
5759,2019,SGH,Khách s?n Sài G?n,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.08,1.09,0,23.69,23.69,2.77,5.06,2.77,474.78,3.83,466.05,6.55,24.46,29.35,1621
2467,2019,SKG,Tàu Cao t?c Superdong,HOSE,0,0.39,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,1.02,0,5.7,5.7,0.63,1.27,0.64,576.32,4.34,567.83,1.26,3.92,6.05,1596
6561,2019,VLA,PT Công ngh? V?n Lang,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,1.06,0,12.33,12.33,0.82,1.39,0.87,14.04,-58.74,13.6,1.35,-30.33,-57.92,1055
2638,2014,TBC,Th?y ?i?n Thác Bà,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,0,0,12.39,12.39,1.86,5.06,1.9,1714.5,11.02,1439.35,4.61,6.04,8.3,2179
10364,2012,SRB,SARA,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.01,0.11,0.01,0,0,103.94,104.51,0.26,1.61,0.21,17.85,-10.1,17.28,1.55,6.54,108.48,6
11224,2016,VNB,Sách Vi?t Nam,UPCOM,0,1.7,5.25,6.49,0,0,0,0,0.09,0.08,0.11,0.08,1.08,0,103.94,104.51,1.47,5.06,1.47,1035.9,-58.74,929.52,6.55,-30.33,-64,140
744,2017,DRL,Th?y ?i?n - ?i?n l?c 3,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.08,0.11,0.08,1.09,0,7.59,7.59,2.9,4.82,2.98,484.5,7.28,406.44,4.04,5.91,6.3,6716
752,2013,DSN,Công viên n??c ??m Sen,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.07,0,0,7.36,7.36,2.9,2.89,2.98,494.33,12.71,362.69,2.12,3.92,4.03,7.95
10528,2016,TDB,Th?y ?i?n ??nh B?nh,UPCOM,0,1.43,3.63,3.68,0,0,0,0,0.09,0.05,0.11,0.05,1.06,68.63,9.25,9.25,2.72,4.82,2.74,288.05,7.08,279.55,4.67,6.73,8.41,3784
1771,2014,NCT,DV Hàng hóa N?i Bài,HOSE,0,2.01,4.71,4.8,0,0,0,0,0.17,0.14,0.17,0.15,0,2731.17,10.14,10.14,2.9,4.09,2.98,2773.57,13.4,2753.45,4.06,7.71,8.05,8424.88
2465,2017,SKG,Tàu Cao t?c Superdong,HOSE,0,0.61,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.03,1.03,0,7.12,7.12,1.53,3.06,1.55,1230.67,9.09,1209.81,3.01,5.57,6.56,3603
7895,2013,EFI,Tài chính giáo d?c,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.01,0.11,0.01,0,0,15.52,15.52,0.6,5.06,0.6,91.39,-23.1,56.46,4.73,7.72,7.82,541
9146,2019,MTL,Môi tr??ng ?ô th? T? Liêm,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,1.02,0,103.94,104.51,1.24,5.06,1.24,72,-28.6,68.82,6.55,-30.33,-28.7,3
3689,2020,CAG,C?ng An Giang,HNX,0,1.9,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.04,1.04,0,50.56,50.56,1.57,4.06,1.6,231.84,16.93,224.95,3.94,19.31,72.5,332
2706,2012,TCT,Cáp treo Tây Ninh,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.05,0,0,10.17,10.17,2.9,5.06,2.98,543.49,17.71,481.63,6.22,6.7,6.72,8424.88
10737,2020,TSJ,Hanoi Toserco,UPCOM,0,0.95,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.03,1.03,0,16.33,16.33,1.79,5.06,1.8,1540.83,67.91,1523.74,6.55,69.17,-64,1261
746,2019,DRL,Th?y ?i?n - ?i?n l?c 3,HOSE,0,2.01,3.36,3.4,0,0,0.02,0.02,0.25,0.2,0.25,0.2,1.25,26.42,8.7,8.7,2.9,5.06,2.98,484.5,9,433.37,4.82,7.37,7.78,5861
10365,2013,SRB,SARA,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.01,0.11,0.01,0,0,-2.83,-2.83,0.43,5.06,0.44,32.3,-10.96,31.69,6.24,-3.33,-2.79,-1344
10529,2017,TDB,Th?y ?i?n ??nh B?nh,UPCOM,0,0.99,2.47,2.55,0,0,0,0,0.09,0.06,0.11,0.06,1.06,0,10.06,10.06,2.9,4.89,2.98,308.63,7.54,303.1,4.8,7.48,9.46,3726
7222,2017,CCP,C?ng C?a C?m,UPCOM,0,0.18,2.35,2.35,0,0,0,0,0.39,0.28,0.39,0.28,1.39,0,35,35,1.64,0.79,1.64,56.88,35.25,55.92,0.78,17.31,66.44,677
10735,2018,TSJ,Hanoi Toserco,UPCOM,0,1.15,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.06,1.06,0,18.22,18.22,1.94,5.06,1.94,1667.98,67.91,1617.19,6.55,69.17,108.48,1224
751,2012,DSN,Công viên n??c ??m Sen,HOSE,0,2.01,5.25,6.49,0,0,0.02,0.02,0.09,0.07,0.11,0.07,0,0,7.41,7.41,2.9,3.07,2.98,481.65,9.26,339.44,2.16,3.7,3.92,7688
4544,2017,KSD,??u t? DNA,HNX,0,0.15,4.22,5,0,0,0.08,0.07,0.1,0.09,0.11,0.09,1.1,0.53,6.87,6.87,0.54,0.55,0.54,55.2,10.33,63.28,0.63,14.63,96.18,670
9144,2017,MTL,Môi tr??ng ?ô th? T? Liêm,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.05,1.05,0,-4.22,-4.19,1.44,5.06,1.44,83.4,11.28,45.1,3.76,-21.94,-9.4,-522
5751,2011,SGH,Khách s?n Sài G?n,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.08,0.11,0.09,0,0,8.07,8.07,2.04,3.18,2.04,84.78,10.32,59.36,2.22,3.99,4.67,5946
756,2017,DSN,Công viên n??c ??m Sen,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.05,1.05,0,7.87,7.87,2.9,3.57,2.98,700.81,9.87,665.13,3.39,6.47,6.69,7.37
2466,2018,SKG,Tàu Cao t?c Superdong,HOSE,0,0.56,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,1.02,0,6.08,6.08,0.92,1.79,0.93,791.66,5.13,776.34,1.75,4.74,6.41,2261
950,2019,GAB,??u t? Khai khoáng &amp; Qu?n l? Tài s?n FLC,HOSE,0,1.08,2.66,3.2,0.06,0.05,0.14,0.12,0.16,0.13,0.22,0.18,1.22,1.56,103.94,104.51,2.9,5.06,2.98,2090.7,-58.74,2102.41,6.55,69.17,108.48,1149
