id,year,Company,Name,Exchange,Financial_Distress,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25
5867,2013,SSC,Gi?ng cây tr?ng Mi?n Nam,HNX,0,0.16,1.01,2.2,0,0,0.11,0.07,0.55,0.35,0.55,0.36,0,0,9.09,9.09,2.33,1.16,2.65,700.26,59.23,706.56,1.17,7.99,8.64,5.16
955,2014,GAS,PV Gas,HOSE,0,2.01,2.96,3.14,0.14,0.1,0.21,0.14,0.29,0.2,0.45,0.3,0,0,8.32,8.32,2.9,1.6,2.98,4818.31,7.03,6993.74,1.37,4.63,5.5,7455
4983,2010,NET,B?t gi?t Net,HNX,0,1.28,1.69,2.27,0,0,0,0,0.51,0.34,0.51,0.34,0,2731.17,4.22,4.22,2.4,0.7,2.4,343.8,5.37,250.36,0.5,2.65,2.78,8424.88
4994,2013,NFC,Phân lân Ninh B?nh,HNX,0,0.26,1.02,4.17,0,0,0.19,0.14,0.29,0.22,0.29,0.22,0,0,11.41,11.41,2.26,0.63,2.26,461.45,12.81,484.06,0.65,8.27,8.93,3857
1403,2014,IMP,IMEXPHARM,HOSE,0,0.92,2.12,3.59,0,0,0,0,0.25,0.19,0.29,0.23,0,0,14,14,1.53,1.5,1.85,1345.83,67.91,1167.28,1.3,7.9,10.58,3321
3980,2010,DL1,T?p ?oàn N?ng l??ng Tái t?o Vi?t Nam,HNX,0,0.09,2.31,2.32,0.07,0.06,0.18,0.14,0.22,0.17,0.31,0.24,0,0,3.24,3.24,0.83,1.28,0.83,24.3,4.9,29.11,1.53,2.62,2.98,4167
5270,2020,PMS,C? khí x?ng d?u,HNX,0,0.04,0.92,1.11,0.03,0.01,0.46,0.23,0.99,0.49,1.02,0.51,2.02,0.42,6.99,6.99,0.93,0.16,0.94,147.64,14.1,180.2,0.2,6.08,8.96,2931
7088,2018,BTG,Bao b? Ti?n Giang,UPCOM,0,1.56,3.86,6.19,0,0,0,0,0.18,0.15,0.18,0.15,1.18,0,26.41,26.41,0.31,0.11,0.31,6.55,-3.81,4.44,0.05,3.6,15.23,208
8803,2017,KTC,Th??ng m?i Kiên Giang,UPCOM,0,0.3,0.51,0.85,0.13,0.03,1.42,0.39,2.56,0.69,2.69,0.73,3.69,0.15,9.78,9.78,1,0.08,1.39,401.21,1.1,861.74,0.17,10.56,18.13,1125
531,2019,DBD,D??c - TB Y t? B?nh ??nh,HOSE,0,0.24,1.23,1.77,0.07,0.04,0.26,0.15,0.62,0.36,0.74,0.42,1.74,1.01,19.33,19.33,2.9,2.18,2.98,2749.89,-58.74,2914.52,2.31,15.45,18.13,2715
4385,2012,HTP,In SGK H?a Phát,HNX,0,2.01,5.25,5.83,0,0,0,0,0.1,0.09,0.11,0.09,0,0,16.1,16.1,0.65,0.76,0.67,11.68,5.66,6.59,0.42,2.87,6.55,441
3544,2013,BDB,Sách B?nh ??nh,HNX,0,0.61,1.33,2.79,0,0,0,0,0.32,0.24,0.32,0.24,0,1065.27,16.83,16.83,0.55,0.14,0.81,6.76,5.28,4.44,0.09,4.86,5.89,357
8202,2018,HES,D?ch v? Gi?i trí Hà N?i,UPCOM,0,0.49,2.72,2.83,0,0,0,0,0.11,0.1,0.12,0.1,1.12,0,16.68,16.68,0.89,0.68,0.92,102.27,3.34,96.13,0.64,5.63,15.86,659
2219,2020,RIC,Qu?c t? Hoàng Gia,HOSE,0,0.27,0.39,0.51,0,0,0.06,0.05,0.15,0.13,0.18,0.15,1.18,0,-4.22,-4.19,2.05,5.06,2.06,1636.07,67.91,1663.35,6.55,-30.33,-22.08,-1159
7783,2019,DPP,D??c ??ng Nai,UPCOM,0,0.02,0.46,1.55,0,0,0.19,0.09,1.02,0.5,1.02,0.51,2.02,1.03,9.21,9.21,1.22,0.19,1.22,53.4,67.91,60.83,0.22,6.94,9.49,1932
8961,2018,MCH,Hàng Tiêu Dùng MaSan,UPCOM,0,0.28,0.41,0.61,0,0,0.31,0.19,0.54,0.35,0.57,0.36,1.57,1.22,18.63,18.63,2.9,3.58,2.98,4818.31,16.08,6993.74,3.65,14.68,17.53,5362
10541,2017,TDS,Thép Th? ??c,UPCOM,0,0.64,1.33,3.49,0,0,0,0,0.39,0.25,0.58,0.37,1.58,31.52,2.4,2.4,0.65,0.09,0.65,173.18,6.3,139.45,0.07,1.29,1.53,5.9
1207,2012,HOT,Du l?ch - DV H?i An,HOSE,0,1.32,1.75,1.81,0,0,0,0,0.22,0.18,0.22,0.18,0,0,6.58,6.58,1.87,1.41,2,222.4,9.65,202.93,1.28,3.49,4.47,4228
3313,2020,VRE,Vincom Retail,HOSE,0,0.86,1.84,1.98,0.19,0.14,0.2,0.14,0.12,0.09,0.36,0.26,1.36,9.46,29.92,29.92,2.37,5.06,2.43,4818.31,17.72,6993.74,6.55,15.97,23.62,1023
7536,2012,DBM,BAMEPHARM,UPCOM,0,0.5,0.9,1.58,0,0,0,0,1.37,0.57,1.38,0.58,0,0,3.27,3.27,0.71,0.09,0.72,26.02,5.13,4.44,0.03,0.19,0.21,6148
8448,2016,HRB,Harec ??u t? và Th??ng M?i,UPCOM,0,2.01,5.25,6.49,0.05,0.04,0.05,0.04,0.09,0.06,0.21,0.18,1.21,0,7.41,7.41,1.2,3.49,1.2,143.25,7.85,61.31,1.5,2.46,2.73,3051
926,2019,FMC,Th?c ph?m Sao Ta,HOSE,0,0.43,0.91,1.92,0,0,0.29,0.18,0.61,0.38,0.62,0.38,1.62,1.04,4.67,4.67,1.14,0.29,1.15,1074.06,1.93,1499.09,0.4,4.92,6.31,4685
4116,2014,ECI,B?n ?? và tranh ?nh GD,HNX,0,1.55,2.83,3.65,0,0,0,0,0.36,0.26,0.36,0.26,0,0,13.23,13.23,1.29,0.6,1.29,33.44,36.79,26.73,0.48,6.64,7.39,1436
5001,2020,NFC,Phân lân Ninh B?nh,HNX,0,0.21,1.45,3.73,0,0,0.16,0.12,0.33,0.25,0.33,0.25,1.33,0.55,14.76,14.76,0.74,0.31,0.74,135.29,11.32,106.24,0.25,6.55,10.19,583
9220,2017,NDC,D??c ph?m Nam D??c,UPCOM,0,0.64,1.8,3.07,0.13,0.09,0.17,0.12,0.24,0.18,0.37,0.27,1.37,5.84,6.09,6.09,1.42,0.7,2.51,232.88,4.53,234.69,0.71,4.99,5.74,6737
4573,2014,KTS,???ng Kon Tum,HNX,0,0.66,1.59,3.92,0,0,0,0,0.21,0.18,0.21,0.18,0,0,-4.22,-4.19,0.62,0.37,0.62,70.98,-2.64,57.86,0.3,-30.33,-47.85,-647
8130,2020,HC3,Xây d?ng s? 3 H?i Ph?ng,UPCOM,0,0.51,4.06,4.07,0,0,0.02,0.01,0.15,0.13,0.16,0.14,1.16,4.31,7.31,7.31,1.14,5.06,1.04,708.11,67.91,767.72,5.51,15.21,18.44,5152
8815,2018,KTU,Môi tr??ng ?ô th? Kon Tum,UPCOM,0,2.01,4.91,5.02,0,0,0,0,0.19,0.16,0.19,0.16,1.19,0,1.61,1.61,0.47,0.14,0.47,9.56,0.76,4.44,0.03,-0.33,-0.43,4914
3067,2018,VCA,Thép VICASA - VNSTEEL,HOSE,0,0.02,0.46,1.46,0,0,1.1,0.45,1.45,0.59,1.45,0.59,2.45,0.25,6.24,6.24,0.8,0.08,0.8,200.29,-0.92,347.25,0.14,4.87,7.21,2113
5898,2020,STC,Sách & TB TH TP.HCM,HNX,0,0.82,1.45,2.01,0,0,0,0,0.6,0.38,0.6,0.38,1.6,1084.17,6.76,6.76,0.96,0.24,0.94,115.58,3.18,114.72,0.24,5.43,6.6,3016
8118,2016,HBD,Bao b? PP B?nh D??ng,UPCOM,0,0.07,5.25,6.49,0,0,0,0,0.12,0.11,0.12,0.11,1.12,0,5.55,5.55,0.9,4.67,0.73,21.71,12.95,20.95,4.5,8.99,9.86,2055
8220,2019,HFS,TM DV Th?i trang Hà N?i,UPCOM,0,1.59,2.38,3.09,0,0,0,0,0.17,0.14,0.18,0.15,1.18,39.65,103.94,104.51,2.44,2.45,2.44,286,67.91,255.29,2.18,65.42,-64,13
23,2019,AAM,Th?y s?n Mekong,HOSE,0,1.36,4.92,6.49,0,0,0,0,0.09,0.07,0.11,0.07,1.08,41.54,15.09,15.09,0.59,0.58,0.78,125.41,-4.67,126.29,0.58,20.3,67.51,795
1195,2018,HMC,Kim khí TP.HCM,HOSE,0,0.06,0.67,1.66,0,0,0.9,0.42,1.07,0.51,1.11,0.53,2.11,0.37,3.96,3.96,0.93,0.1,0.94,388.5,19.96,848.37,0.22,5.63,6.04,4675
2887,2011,TNC,Cao su Th?ng Nh?t,HOSE,0,2.01,4.65,6.09,0,0,0,0,0.11,0.1,0.11,0.1,0,1464.94,3.87,3.87,0.9,1.93,0.9,279.13,7.35,139.28,0.96,1.53,1.69,3743
3114,2018,VHC,Th?y s?n V?nh Hoàn,HOSE,0,0.02,1.22,1.84,0,0,0.32,0.2,0.56,0.36,0.57,0.36,1.57,1.39,5.86,5.86,2.11,0.91,2.27,4818.31,12.43,6993.74,1.01,5.07,5.54,8424.88
3616,2017,BSC,D?ch v? B?n Thành,HNX,0,1.15,5.25,6.49,0,0,0,0,0.1,0.08,0.28,0.22,1.28,0,49.75,49.75,1.22,1.98,1.2,44.74,-18.56,42.47,1.88,-30.33,-49.63,285
4240,2012,HCT,TM-DV-VT Xi m?ng HP,HNX,0,1.58,3.78,3.83,0,0,0,0,0.11,0.1,0.11,0.1,0,0,4.95,4.95,0.31,0.21,0.31,12.9,7.24,5.89,0.09,1.08,1.78,1293
5992,2019,THB,Bia Hà N?i - Thanh Hóa,HNX,0,0.22,0.92,1.33,0,0,0,0,0.9,0.46,0.98,0.49,1.98,404.77,5.92,5.92,0.61,0.08,0.63,91.4,3.15,4.44,0.03,-0.39,-0.83,1352
6708,2019,ABC,Truy?n thông VMG,UPCOM,0,0.24,2.15,2.7,0,0,0.24,0.16,0.5,0.33,0.51,0.34,1.51,0.14,7.17,7.17,0.38,0.09,0.34,195.43,-3.75,210.91,0.09,10.97,13.43,1337
10482,2012,TAG,Tr?n Anh Company,UPCOM,0,1.19,1.33,2.42,0,0,0,0,0.51,0.34,0.51,0.34,0,0,12.77,12.77,1.6,0.24,1.6,400.12,17.93,267.46,0.15,5.78,6.36,2576
1872,2013,OPC,D??c ph?m OPC,HOSE,0,0.16,0.64,1.77,0,0,0.2,0.13,0.47,0.32,0.49,0.33,0,2731.17,15.24,15.24,2.37,1.52,2.49,857.46,22.61,901.03,1.59,7.87,10.07,4396
2936,2018,TRA,Traphaco,HOSE,0,1.01,1.67,2.75,0.15,0.11,0.19,0.13,0.28,0.2,0.44,0.3,1.44,6.29,17.93,17.93,2.75,1.56,2.65,2802.06,16.61,2944.21,1.64,9.62,12.99,3.77
4378,2017,HTC,Th??ng m?i Hóc Môn,HNX,0,0.34,1.31,1.34,0,0,0.43,0.21,0.56,0.28,1.01,0.5,2.01,0.41,8.08,8.08,1.29,0.18,1.37,298.1,-2.48,338.23,0.21,8.15,8.99,3354
6742,2017,ADP,S?n Á ?ông,UPCOM,0,0.46,1.35,2.14,0,0,0.14,0.1,0.43,0.3,0.43,0.3,1.43,2.08,6,6,1.31,0.54,1.43,284.16,6.26,263.82,0.51,3.95,4.62,3082
9715,2020,PVM,Thi?t b? d?u khí (PV MACHINO),UPCOM,0,0.32,1.67,1.99,0.02,0.01,0.29,0.2,0.42,0.29,0.44,0.3,1.44,0,15.89,15.89,1.7,1.26,1.71,791.13,-54.75,855.5,1.36,-16.65,-15.23,1289
9988,2018,SAS,DV Hàng không sân bay TSN,UPCOM,0,0.34,1.53,2.03,0,0,0.04,0.03,0.44,0.3,0.44,0.3,1.44,5.12,10.19,10.19,2.26,1.31,2.3,3475.45,15,3214.87,1.21,10.48,12.52,2556
4211,2019,HAT,TM Bia Hà N?i,HNX,0,0.09,1.12,1.12,0,0,0,0,1.32,0.57,1.32,0.57,2.32,0,3.77,3.77,0.93,0.08,0.94,61.52,-3.82,50.95,0.06,3.11,3.92,5223
4343,2011,HMH,T?p ?oàn H?i Minh,HNX,0,1.6,2.71,2.72,0,0,0,0,0.22,0.18,0.23,0.18,0,2731.17,2.7,2.7,0.67,0.91,0.66,107.14,3.68,49.8,0.42,0.92,1.11,5549
7954,2018,FHN,XNK l??ng th?c Hà N?i,UPCOM,0,0.24,0.86,1.16,0,0,0.23,0.06,2.37,0.65,2.65,0.73,3.65,0.25,28.19,28.19,0.89,0.05,0.93,42.9,-10.26,4.44,0.03,-0.56,-1.8,507
4120,2018,ECI,B?n ?? và tranh ?nh GD,HNX,0,2.01,3.67,4.22,0,0,0,0,0.3,0.23,0.3,0.23,1.3,0,7.18,7.18,0.76,0.4,0.8,24.29,5.93,14.49,0.24,3.52,3.69,1921
4278,2014,HGM,Khoáng s?n Hà Giang,HNX,0,2.01,3.92,4.67,0,0,0,0,0.15,0.12,0.27,0.21,0,0,18.55,18.55,2.56,4.92,2.98,553.12,35.95,429.52,3.81,10.73,13.33,2501
7223,2018,CCP,C?ng C?a C?m,UPCOM,0,1.46,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,1.06,49.87,103.94,104.51,1.72,0.53,1.72,56.88,67.91,53.69,0.5,69.17,-45.94,25
7354,2019,CMF,Th?c ph?m Cholimex,UPCOM,0,0.36,1.02,1.46,0.02,0.01,0.21,0.11,0.88,0.46,0.92,0.48,1.92,2.58,6.45,6.45,2.39,0.49,2.59,1074.06,4.97,1079.88,0.5,4.56,5.15,8424.88
971,2018,GDT,G? ??c Thành,HOSE,0,0.21,2.69,3.64,0,0,0.11,0.08,0.32,0.24,0.33,0.25,1.33,3.84,7.07,7.07,2.55,1.69,2.56,659.99,13.61,666.25,1.71,6.26,6.53,5472
2623,2011,TAC,D?u T??ng An,HOSE,0,0.16,0.3,1.19,0.09,0.03,0.87,0.3,1.83,0.63,1.93,0.66,0,0,29.71,29.71,2.13,0.17,2.3,749.72,-20.51,951.81,0.21,9.6,13.51,1329
3624,2013,BST,BISATHICO,HNX,0,1.68,2.76,3.21,0,0,0.04,0.03,0.4,0.29,0.4,0.29,0,0,5.71,5.71,1.05,0.3,1.05,14.3,-40.21,6.71,0.14,2.03,2.03,2275
5813,2012,SLS,Mía ???ng S?n La,HNX,0,0.47,1.27,1.92,0,0,0.05,0.03,0.6,0.37,0.6,0.37,0,0,2.35,2.35,1.07,0.29,1.09,170,3.67,148.54,0.25,1.34,1.68,8424.88
1634,2010,LIX,B?t gi?t LIX,HOSE,0,0.91,1.92,2.7,0,0,0,0,0.48,0.32,0.5,0.33,0,2731.17,6.01,6.01,1.85,0.43,1.85,432,52.66,379.82,0.37,3.67,3.95,7991
2655,2020,TCH,?T DV Tài chính Hoàng Huy,HOSE,0,0.31,3.87,4.89,0,0,0.12,0.09,0.24,0.18,0.32,0.24,1.32,0.93,8.99,8.46,1.71,1.85,0.99,4818.31,-6.82,6993.74,2.44,10.91,11.27,2659
4122,2020,ECI,B?n ?? và tranh ?nh GD,HNX,0,1.09,3.61,3.89,0,0,0,0,0.34,0.25,0.34,0.25,1.34,0,6.06,6.06,0.79,0.41,0.84,26.75,4.86,17.66,0.27,3.73,3.76,2508
5022,2013,NSC,T?p ?oàn Gi?ng cây tr?ng Vi?t Nam,HNX,0,0.48,1.69,3.09,0,0,0,0,0.35,0.26,0.35,0.26,0,0,8.33,8.33,1.83,1.99,2.98,1187.73,22.43,1133.64,1.89,10.48,11.44,9.48
11274,2019,VOC,D?u th?c v?t Vi?t Nam,UPCOM,0,0.27,1.62,1.94,0,0,0.19,0.15,0.22,0.18,0.23,0.19,1.23,0,6.17,6.17,0.72,0.59,0.71,1513.85,6.89,1820.01,0.71,-30.33,-45.98,2014
11331,2016,VSN,VN K? Ngh? Súc S?n (VISSAN),UPCOM,0,0.35,0.64,1.38,0.02,0.01,0.26,0.15,0.71,0.41,0.73,0.42,1.73,0.83,25.95,25.95,2.9,0.84,2.98,3092.3,-41.43,3056.05,0.83,16.83,19.93,1473
11419,2018,VTS,Viglacera T? S?n,UPCOM,0,0.46,2.94,5.4,0,0,0.01,0.01,0.16,0.14,0.16,0.14,1.16,3.53,-4.22,-4.19,0.79,1.23,0.79,38.2,-3.82,37,1.19,18.23,-64,-70
3073,2013,VCF,Vinacafé Biên H?a,HOSE,0,1.57,1.74,2.09,0,0,0.2,0.14,0.42,0.3,0.42,0.3,0,0,15,15,2.9,1.7,2.98,3907.13,9.87,3387.48,1.47,10.66,11.66,8424.88
3493,2017,ATS,Su?t ?n công nghi?p Atesco,HNX,0,0.07,1.39,1.54,0.03,0.02,0.29,0.16,0.76,0.42,0.79,0.44,1.79,0.33,103.94,104.51,2.9,2.33,2.98,166.6,-21.84,174.66,2.44,44.89,88.11,269
4966,2014,NDN,PT Nhà ?à N?ng,HNX,0,0.1,0.63,1.79,0.33,0.16,0.37,0.18,0.68,0.32,1.09,0.52,0,0,3.15,3.15,0.82,1.6,0.96,375.03,0,450.88,1.91,5.62,5.66,3685
3318,2013,VSC,VICONSHIP,HOSE,0,1.47,2.02,2.06,0.01,0.01,0.01,0.01,0.27,0.21,0.28,0.22,0,2731.17,8.28,8.28,2.25,2.51,2.28,1990.9,8.31,1718.11,2.16,4.78,5.63,8394
4379,2018,HTC,Th??ng m?i Hóc Môn,HNX,0,0.32,1.32,1.35,0,0,0.29,0.13,0.65,0.29,1.25,0.56,2.25,0.69,7.81,7.81,1.28,0.13,1.36,319,9.62,363.37,0.15,6.92,7.09,3714
68,2017,AGM,XNK An Giang,HOSE,0,0.39,0.64,1.56,0,0,0.82,0.41,0.98,0.49,1,0.5,2,0.08,13.74,13.74,0.43,0.07,0.47,154.88,3.69,254.92,0.11,10.4,62.3,619
9230,2018,NDP,D??c ph?m 2/9,UPCOM,0,0.46,3.34,3.91,0,0,0,0,0.31,0.18,0.68,0.41,1.68,10.32,5.42,5.42,1.67,2.13,0.87,266.4,4.32,243.71,1.95,7.39,9.2,4425
162,2019,BKG,??u t? BKG Vi?t Nam,HOSE,0,0.38,4.7,6.44,0.02,0.02,0.1,0.09,0.13,0.11,0.14,0.13,1.14,0.81,19.95,19.95,1.11,0.92,1.09,390.4,16.29,400.37,0.95,14.56,17.55,612
4838,2017,MCF,MECOFOOD,HNX,0,0.14,1.06,2.78,0,0,0.06,0.04,0.27,0.21,0.27,0.21,1.27,2.3,11.13,11.13,0.94,0.3,0.94,110.4,3.01,162.22,0.44,9.46,14.65,1.24
5128,2014,PCT,V?n t?i Khí và Hóa ch?t Vi?t Nam,HNX,0,1.54,2.53,2.58,0,0,0.04,0.03,0.34,0.24,0.41,0.29,0,0,9.67,9.67,0.7,0.17,0.7,186.3,-32.59,148.37,0.13,2.44,5.96,838
4438,2012,IDJ,IDJ Financial,HNX,0,0.1,0.55,0.55,0,0,0.11,0.09,0.16,0.14,0.16,0.14,0,0,103.94,104.51,0.29,4.9,0.29,94.54,-4.94,123.36,6.39,11.55,26.34,11
8962,2019,MCH,Hàng Tiêu Dùng MaSan,UPCOM,0,0.3,0.62,0.78,0.01,0.01,0.42,0.26,0.62,0.38,0.65,0.39,1.65,0.9,12.1,12.1,2.9,2.57,2.98,4818.31,12.28,6993.74,2.72,10.46,12.19,5.57
7229,2018,CCR,C?ng Cam Ranh,UPCOM,0,1.57,2.09,2.13,0.27,0.19,0.29,0.21,0.11,0.08,0.42,0.29,1.42,3.06,26.14,26.14,1.49,2.45,1.47,391.26,8.03,433.66,2.72,10.13,16.89,612
2889,2013,TNC,Cao su Th?ng Nh?t,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.1,0.09,0.11,0.09,0,0,8.44,8.44,0.91,2.03,0.91,288.75,-9.46,149.48,1.05,3.13,3.7,1777
10274,2020,SKV,NGK Y?n sào Khánh H?a,UPCOM,0,0.12,0.56,1.47,0,0,0.27,0.13,1.18,0.54,1.18,0.54,2.18,1.38,6.61,6.61,1.82,0.31,1.84,572.7,6.13,622.79,0.34,4.86,5.39,3766
10836,2018,UCT,?ô th? C?n Th?,UPCOM,0,0.86,4.19,4.86,0,0,0,0,0.19,0.16,0.2,0.17,1.2,0,7.57,7.57,0.55,0.46,0.55,32.07,-4.83,22.24,0.32,2.27,5.36,793
725,2020,DRC,Cao su ?à N?ng,HOSE,0,0.25,0.71,1.77,0,0,0.18,0.13,0.44,0.31,0.44,0.31,1.44,1.79,12.88,12.88,1.96,0.91,1.96,3302.43,3.87,3507.26,0.96,6.02,9.43,2158
927,2020,FMC,Th?c ph?m Sao Ta,HOSE,0,0.43,0.99,1.97,0,0,0.41,0.26,0.57,0.36,0.58,0.37,1.58,0.66,6.71,6.71,1.68,0.41,1.4,1818.47,36.08,2237.5,0.51,7.4,9.93,4607
2679,2020,TCM,D?t may Thành Công,HOSE,0,0.23,0.62,1.42,0.02,0.01,0.45,0.25,0.77,0.42,0.82,0.45,1.82,0.62,26.59,26.59,2.9,2.11,2.98,4818.31,18.93,6993.74,2.25,17.23,23.38,4435
2489,2018,SMB,Bia Sài G?n - Mi?n Trung,HOSE,0,0.08,0.36,0.87,0.06,0.03,0.25,0.13,0.79,0.42,0.89,0.47,1.89,2.7,7.55,7.55,2.38,0.69,2.39,1056.57,5.1,1189.75,0.77,4.79,7.85,4691
7230,2019,CCR,C?ng Cam Ranh,UPCOM,0,1.16,1.54,1.57,0.17,0.13,0.2,0.15,0.11,0.09,0.31,0.23,1.31,3.57,15.3,15.3,1.24,2.11,1.23,337.46,9.26,369.04,2.31,6.88,10.52,902
7723,2018,DNL,Logistics C?ng ?à N?ng,UPCOM,0,0.86,1.92,2.01,0.07,0.05,0.09,0.07,0.29,0.21,0.36,0.26,1.36,8.24,8.3,8.3,1.16,0.91,1.16,60.77,6.94,59.07,0.88,3.91,6.74,1699
1635,2011,LIX,B?t gi?t LIX,HOSE,0,0.55,1.18,1.92,0,0,0,0,0.62,0.38,0.64,0.39,0,2731.17,4.8,4.8,1.25,0.25,1.26,310.5,4.02,225.44,0.18,2.44,2.61,7192
1955,2018,PGD,PV GAS D,HOSE,0,0.91,1.51,1.55,0,0,0,0,0.93,0.48,0.93,0.48,1.93,0,13.25,13.25,2.35,0.4,2.43,3221.93,-58.74,1811.82,0.22,4.48,6.21,2701
2684,2014,TCO,V?n t?i Duyên H?i,HOSE,0,0.61,2.16,2.6,0.01,0.01,0.1,0.08,0.16,0.13,0.21,0.17,0,0,7.77,7.77,0.92,1,0.96,181.9,5.41,183.11,1.01,5.76,5.76,1544
3725,2018,CDN,C?ng ?à N?ng,HNX,0,0.69,2.33,2.38,0.16,0.12,0.17,0.13,0.16,0.12,0.33,0.25,1.33,11.45,11.73,11.73,1.54,2.71,1.67,1881,8.19,2004.25,2.88,6.65,11.26,1.62
6396,2010,VDL,Th?c ph?m Lâm ??ng,HNX,0,1.23,1.57,2.49,0.02,0.01,0.07,0.04,0.55,0.35,0.57,0.36,0,2731.17,5.93,5.93,1.38,0.4,1.38,104.82,2.91,58.91,0.22,2.32,2.61,5651
7318,2018,CID,XD&PT CS H? t?ng,UPCOM,0,0.13,2.06,2.69,0,0,0,0,0.24,0.19,0.24,0.19,1.24,23.18,16.66,16.66,1.84,2.95,2.15,12.35,-1.83,12.15,2.9,5.43,7.24,798
7352,2017,CMF,Th?c ph?m Cholimex,UPCOM,0,0.3,0.74,1.2,0.19,0.08,0.77,0.33,1.17,0.5,1.36,0.58,2.36,0.58,25.84,25.84,2.9,0.92,2.98,1469.34,20.84,1598.58,1,16.8,20.48,7.02
10506,2019,TBD,Thi?t b? ?i?n ?ông Anh,UPCOM,0,0.1,0.73,1.34,0.02,0.01,0.75,0.29,1.55,0.6,1.58,0.61,2.58,0.57,22.02,22.02,2.9,1.09,2.98,2593.48,6.13,3384.94,1.42,13.58,15.68,4179
7911,2017,EME,?i?n C?,UPCOM,0,0.56,1.34,1.77,0,0,0.31,0.15,1.06,0.51,1.07,0.52,2.07,0,6.31,6.31,2.77,1.88,2.77,224.93,-7.06,201.44,1.69,-15.44,-13.63,8424.88
7921,2017,EPC,Cà Phê Ea P?k,UPCOM,0,0.03,0.55,1.36,0.03,0.02,0.37,0.21,0.7,0.41,0.73,0.42,1.73,0.12,7.59,7.59,2.9,3.08,0.81,101.46,51.26,110.48,3.36,69.17,-64,1344
8318,2018,HLS,S? Hoàng Liên S?n,UPCOM,0,0.29,3.1,4.76,0,0,0,0,0.17,0.15,0.17,0.15,1.17,962.06,12.95,12.95,2.4,2.55,2.4,214.77,-44.04,210.23,2.5,10.36,12.26,2541
9346,2018,NTF,D??c Ngh? An,UPCOM,0,0.08,0.82,1.61,0,0,0.27,0.13,0.98,0.48,1.05,0.51,2.05,0.52,15.11,15.11,2.09,0.55,2.09,180,-52.01,197.08,0.6,15.3,19.12,1985
11333,2018,VSN,VN K? Ngh? Súc S?n (VISSAN),UPCOM,0,0.57,1.01,1.79,0.01,0.01,0.21,0.12,0.67,0.39,0.73,0.42,1.73,1.03,21.93,21.93,2.9,0.68,2.98,3026.19,-50.83,2867.39,0.65,13.27,16.56,1706
30,2011,ACC,??u t? và XD B?nh D??ng ACC,HOSE,0,0.37,2.29,2.9,0,0,0,0,0.32,0.24,0.32,0.24,0,2731.17,4.05,4.05,1.3,0.74,1.3,249,7.56,225.95,0.67,2.99,3.61,6143
164,2010,BMC,Khoáng s?n B?nh ??nh,HOSE,0,2.01,2.9,3.26,0.07,0.06,0.07,0.06,0.24,0.18,0.32,0.24,0,2541.81,9.45,9.45,1.73,2.09,1.73,219.76,7.42,159.04,1.51,4.08,5.32,2815
5702,2020,SEB,?i?n mi?n Trung,HNX,0,0.47,1.78,1.83,0.39,0.26,0.46,0.3,0.13,0.08,0.52,0.34,1.52,3.71,12.17,12.17,2.9,5.06,2.9,1440,8.83,1769.15,6.55,9.17,11.88,3697
9041,2018,MKP,D??c ph?m Mekophar,UPCOM,0,0.74,2.9,5.03,0,0,0,0,0.1,0.08,0.19,0.16,1.19,2731.17,12.58,12.58,1.19,1.1,1.02,1277.21,12.72,1227.09,1.06,12.09,13.63,4419
2844,2019,TMP,Th?y ?i?n Thác M?,HOSE,0,0.21,5.25,6.49,0.08,0.07,0.09,0.08,0.1,0.08,0.18,0.15,1.18,13.25,6.07,6.07,1.57,3.38,1.52,2275,8.17,2393.91,3.56,5.15,5.7,5358
7082,2012,BTG,Bao b? Ti?n Giang,UPCOM,0,2.01,2.76,3.88,0,0,0,0,0.28,0.22,0.28,0.22,0,0,2.98,2.98,0.65,0.18,0.65,18.33,2.09,4.44,0.03,0.25,0.29,5164
1791,2017,NHH,Nh?a Hà N?i,HOSE,0,0.99,1.88,2.5,0.09,0.06,0.11,0.07,0.41,0.27,0.5,0.33,1.5,11.77,4.42,4.42,1.6,0.74,0.85,660.24,3.46,571.72,0.64,4.03,7.76,8424.88
2041,2013,PNJ,Vàng Phú Nhu?n,HOSE,0,0.36,0.45,1.21,0.1,0.04,0.98,0.44,1.07,0.48,1.18,0.52,0,2679.38,13.81,13.81,1.78,0.26,2.1,2343.49,-58.74,3129.22,0.35,9.19,9.89,2245
2520,2013,SRC,Cao su Sao Vàng,HOSE,0,0.2,0.54,1.86,0.03,0.02,0.49,0.27,0.72,0.41,0.78,0.44,0,0,6.85,6.85,1.52,0.46,1.54,448.32,3.54,549.35,0.55,4.06,5.31,3592
3706,2013,CAP,Lâm nông s?n Yên Bái,HNX,0,0.07,0.22,1.23,0,0,0.41,0.19,1.12,0.53,1.12,0.53,0,2731.17,6.2,6.2,1.72,0.36,1.72,100.3,5.48,122.21,0.43,3.65,5.38,4761
